Cycle 3,Sample School,Sample School,Sample School,Sample School,Sample School
Date,Grade,Class,Diner,Quantity,Meal
30-Oct-24,Grade 2,2Test,8cf8180a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Test,eee883c0,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 2,2Test,8cf8180a,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Test,eee883c0,1,Omelet English Muffin with Fruit
01-Nov-24,Grade 2,2Test,8cf8180a,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 2,2Test,eee883c0,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 2,2Test,8cf8180a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Test,eee883c0,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 2,2Test,8cf8180a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Test,eee883c0,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 2,2Test,8cf8180a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Test,eee883c0,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 2,2Test,8cf8180a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Test,eee883c0,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 2,2Test,8cf8180a,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Test,eee883c0,1,Chicken Ranch Wrap
28-Oct-24,Grade 2,2Sample,738bbbad,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,b1d99ac6,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,438c52eb,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,f99b4ea4,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,d2c5a456,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,2Sample,8bd37c42,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,e7f3eabd,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 2,2Sample,b1d99ac6,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,f99b4ea4,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,d2c5a456,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 2,2Sample,b1d99ac6,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Sample,d2c5a456,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 2,2Sample,b1d99ac6,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,f99b4ea4,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,d2c5a456,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,1b4ce78f,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Sample,8bd37c42,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Sample,e7f3eabd,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 2,2Sample,738bbbad,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,b1d99ac6,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,f99b4ea4,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,d2c5a456,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,1b4ce78f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,8bd37c42,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,e7f3eabd,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 2,2Sample,b1d99ac6,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,438c52eb,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 2,2Sample,f99b4ea4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,d2c5a456,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,8bd37c42,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,e7f3eabd,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 2,2Sample,b1d99ac6,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,f99b4ea4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,d2c5a456,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,8bd37c42,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 2,2Sample,b1d99ac6,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,d2c5a456,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,8bd37c42,1,Black Bean Burrito Bowl
07-Nov-24,Grade 2,2Sample,f99b4ea4,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,d2c5a456,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,8bd37c42,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,e7f3eabd,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 2,2Sample,b1d99ac6,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,f99b4ea4,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,d2c5a456,1,Chicken Ranch Wrap
28-Oct-24,Grade 2,2Sample,b1d8fd5a,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,0262288d,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,98e953a4,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,2Sample,4af8acca,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,d46b0030,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,651f7ebd,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,3e2a3ea6,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,f9367d56,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,2Sample,11815b3c,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,f949e9e9,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Sample,964a8e47,1,Macaroni and Cheese with Beef and Vegetables
29-Oct-24,Grade 2,2Sample,b1d8fd5a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,0262288d,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,98e953a4,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,d46b0030,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,651f7ebd,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,3e2a3ea6,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,f9367d56,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,11815b3c,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,f949e9e9,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 2,2Sample,964a8e47,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 2,2Sample,0262288d,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Sample,98e953a4,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Sample,f9367d56,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Sample,11815b3c,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Sample,f949e9e9,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 2,2Sample,964a8e47,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 2,2Sample,b1d8fd5a,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Sample,0262288d,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,98e953a4,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,4af8acca,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,d46b0030,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,651f7ebd,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,f9367d56,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Sample,11815b3c,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,0a418050,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Sample,f949e9e9,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Sample,964a8e47,1,Omelet English Muffin with Fruit
01-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,0262288d,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,98e953a4,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 2,2Sample,4af8acca,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,d46b0030,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,651f7ebd,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,3e2a3ea6,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,f9367d56,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 2,2Sample,0b235d49,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,11815b3c,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,0a418050,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,f949e9e9,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Sample,964a8e47,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,0262288d,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,98e953a4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,d46b0030,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,3e2a3ea6,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,f9367d56,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,11815b3c,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,0a418050,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Sample,f949e9e9,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 2,2Sample,964a8e47,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 2,2Sample,0262288d,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,98e953a4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,f9367d56,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,11815b3c,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 2,2Sample,0a418050,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Sample,f949e9e9,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 2,2Sample,964a8e47,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,0262288d,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,98e953a4,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,d46b0030,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,3e2a3ea6,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,f9367d56,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,11815b3c,1,Black Bean Burrito Bowl
06-Nov-24,Grade 2,2Sample,f949e9e9,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Sample,964a8e47,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,2Sample,0262288d,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,98e953a4,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,2Sample,f9367d56,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,11815b3c,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Sample,f949e9e9,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,2Sample,964a8e47,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 2,2Sample,b1d8fd5a,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 2,2Sample,0262288d,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,98e953a4,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,d46b0030,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,651f7ebd,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,f9367d56,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,11815b3c,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,0a418050,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,f949e9e9,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Sample,964a8e47,1,Chicken Ranch Wrap
28-Oct-24,Grade 2,2Example,56243d66,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,2Example,bd8b7d01,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Example,716e8ec0,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Example,d2e6485a,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Example,f1f10942,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Example,2ccdfd2b,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,2Example,8472769b,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 1,2Example,26498fd2,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Example,56243d66,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Example,bd8b7d01,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Example,716e8ec0,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Example,d2e6485a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Example,f1f10942,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
30-Oct-24,Grade 2,2Example,bd8b7d01,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Example,b6bacd04,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Example,716e8ec0,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 2,2Example,d2e6485a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Example,f1f10942,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Example,2ccdfd2b,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,2Example,8472769b,1,Baked Potato with Bean Chili Toppings and Vegetables
31-Oct-24,Grade 2,2Example,bd8b7d01,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,2Example,b6bacd04,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,716e8ec0,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,d2e6485a,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,f1f10942,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,11009a55,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,2ccdfd2b,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,2Example,8472769b,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 2,2Example,bd8b7d01,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 2,2Example,716e8ec0,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Example,d2e6485a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Example,f1f10942,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Example,2ccdfd2b,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,2Example,8472769b,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 2,2Example,bd8b7d01,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Example,716e8ec0,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 2,2Example,d2e6485a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Example,f1f10942,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 2,2Example,2ccdfd2b,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,2Example,8472769b,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 2,2Example,bd8b7d01,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Example,b6bacd04,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Example,716e8ec0,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Example,d2e6485a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,2Example,f1f10942,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 2,2Example,2ccdfd2b,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 2,2Example,bd8b7d01,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Example,716e8ec0,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Example,d2e6485a,1,Black Bean Burrito Bowl
06-Nov-24,Grade 2,2Example,f1f10942,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,2Example,8472769b,1,Black Bean Burrito Bowl
07-Nov-24,Grade 2,2Example,bd8b7d01,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Example,716e8ec0,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,2Example,d2e6485a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Example,f1f10942,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,2Example,2ccdfd2b,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,2Example,8472769b,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 2,2Example,bd8b7d01,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Example,716e8ec0,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Example,d2e6485a,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,2Example,f1f10942,1,Chicken Ranch Wrap
28-Oct-24,Grade 3,34Example,9cb127cb,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,34Example,e4ab2efb,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,34Example,61af476f,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Example,047189fd,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,34Example,424499df,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,34Example,ac8ab77c,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Example,9a98b696,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Example,f03fed68,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Example,a74038f3,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Example,5c88fdd3,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 4,34Example,f3ffdb9f,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Example,8897d988,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Example,5338c448,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 3,34Example,9cb127cb,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,61af476f,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,23b26bb4,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,ac8ab77c,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,9a98b696,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,f03fed68,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Example,a74038f3,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Example,5c88fdd3,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Example,f3ffdb9f,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Example,8897d988,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Example,5338c448,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
30-Oct-24,Grade 3,34Example,61af476f,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Example,ac8ab77c,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Example,9a98b696,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Example,f03fed68,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Example,a74038f3,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Example,f3ffdb9f,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 4,34Example,8897d988,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Example,5338c448,1,Baked Potato with Bean Chili Toppings and Vegetables
31-Oct-24,Grade 3,34Example,9cb127cb,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Example,e4ab2efb,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Example,61af476f,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,34Example,ac8ab77c,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Example,9a98b696,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,34Example,f03fed68,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Example,f3ffdb9f,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Example,8897d988,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Example,5338c448,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 3,34Example,9cb127cb,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 3,34Example,e4ab2efb,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,61af476f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,047189fd,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,424499df,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,ac8ab77c,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 3,34Example,9a98b696,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,f03fed68,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Example,a74038f3,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 4,34Example,f3ffdb9f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Example,8897d988,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Example,5338c448,1,Mini Veggie Pizza with Vegetables and Fruit
04-Nov-24,Grade 3,34Example,9cb127cb,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,e4ab2efb,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,61af476f,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,047189fd,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,424499df,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,ac8ab77c,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,9a98b696,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Example,f03fed68,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Example,f3ffdb9f,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Example,8897d988,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Example,5338c448,1,Pasta with Tomato Lentil Sauce
05-Nov-24,Grade 3,34Example,61af476f,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,047189fd,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,424499df,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,ac8ab77c,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,9a98b696,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,f03fed68,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Example,a74038f3,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
