Cycle 3,Sample School,Sample School,Sample School,Sample School,Sample School
Date,Grade,Class,Diner,Quantity,Meal
30-Oct-24,Grade 1,1Sample,6f7adc0c,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 1,1Sample,42d1e119,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Sample,20506b46,1,Baked Potato with Bean Chili Toppings and Vegetables
31-Oct-24,Grade 1,1Sample,01fac6ad,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 1,1Sample,82623dcf,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,30aadda4,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,de4bf6e8,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,492940d8,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,27e42244,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 1,1Sample,12a3886a,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,b11313a7,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,6f7adc0c,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Sample,42d1e119,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 1,1Sample,20506b46,1,Omelet English Muffin with Fruit
01-Nov-24,Grade 1,1Sample,01fac6ad,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,82623dcf,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 1,1Sample,30aadda4,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,de4bf6e8,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,492940d8,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,27e42244,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,6e88f665,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,6f7adc0c,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,42d1e119,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 1,1Sample,20506b46,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Sample,866f564e,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 1,1Sample,01fac6ad,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,82623dcf,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,30aadda4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,de4bf6e8,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,492940d8,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,27e42244,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,6e88f665,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,12a3886a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,6f7adc0c,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,42d1e119,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,20506b46,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Sample,866f564e,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 1,1Sample,01fac6ad,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,82623dcf,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,30aadda4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,492940d8,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,6f7adc0c,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,42d1e119,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Sample,20506b46,1,Chickpea Curry with Rice and Vegetables
06-Nov-24,Grade 1,1Sample,01fac6ad,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,82623dcf,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,30aadda4,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,492940d8,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,27e42244,1,Black Bean Burrito Bowl
06-Nov-24,Grade 1,1Sample,6e88f665,1,Black Bean Burrito Bowl
06-Nov-24,Grade 1,1Sample,12a3886a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,6f7adc0c,1,Black Bean Burrito Bowl
06-Nov-24,Grade 1,1Sample,42d1e119,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Sample,20506b46,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 1,1Sample,01fac6ad,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,82623dcf,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Sample,30aadda4,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,492940d8,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,27e42244,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,b11313a7,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,6f7adc0c,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,20506b46,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Sample,866f564e,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 1,1Sample,01fac6ad,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,82623dcf,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,30aadda4,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,de4bf6e8,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,492940d8,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,6e88f665,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,b11313a7,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,6f7adc0c,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 1,1Sample,42d1e119,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Sample,20506b46,1,Chicken Ranch Wrap
28-Oct-24,Grade 1,1Test,45ba34d0,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,ffceca20,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 1,1Test,48894556,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,a799e31e,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,07f5b1e4,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 1,1Test,7d696152,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,b85c647a,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,eacb2fba,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,1cd4c713,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 1,1Test,571e49eb,1,Macaroni and Cheese with Beef and Vegetables
29-Oct-24,Grade 1,1Test,45ba34d0,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,ffceca20,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,48894556,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,a799e31e,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,07f5b1e4,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,7d696152,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,b85c647a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,1cd4c713,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 1,1Test,571e49eb,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 1,1Test,45ba34d0,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,ffceca20,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,48894556,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,a799e31e,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,07f5b1e4,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,7d696152,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,b85c647a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 1,1Test,571e49eb,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 1,1Test,45ba34d0,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 1,1Test,ffceca20,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,48894556,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,a799e31e,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,07f5b1e4,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,7d696152,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,a2e3fdb4,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,b85c647a,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,eacb2fba,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,1cd4c713,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 1,1Test,571e49eb,1,Omelet English Muffin with Fruit
01-Nov-24,Grade 1,1Test,45ba34d0,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,ffceca20,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,48894556,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,a799e31e,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,07f5b1e4,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,7d696152,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,a2e3fdb4,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 1,1Test,b85c647a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,eacb2fba,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,1cd4c713,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 1,1Test,571e49eb,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 1,1Test,45ba34d0,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,ffceca20,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,48894556,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,a799e31e,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,07f5b1e4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,7d696152,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 1,1Test,a2e3fdb4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,b85c647a,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 1,1Test,eacb2fba,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,1cd4c713,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 1,1Test,571e49eb,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 1,1Test,45ba34d0,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,ffceca20,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,48894556,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,a799e31e,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,07f5b1e4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,7d696152,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,a2e3fdb4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,b85c647a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,eacb2fba,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,1cd4c713,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 1,1Test,571e49eb,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 1,1Test,45ba34d0,1,Black Bean Burrito Bowl
06-Nov-24,Grade 1,1Test,ffceca20,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,48894556,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,a799e31e,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,07f5b1e4,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,7d696152,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,a2e3fdb4,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,b85c647a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 1,1Test,1cd4c713,1,Black Bean Burrito Bowl
06-Nov-24,Grade 1,1Test,571e49eb,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 1,1Test,45ba34d0,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Test,ffceca20,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Test,48894556,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Test,a799e31e,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Test,07f5b1e4,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Test,7d696152,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Test,a2e3fdb4,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Test,b85c647a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 1,1Test,1cd4c713,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 1,1Test,571e49eb,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 1,1Test,45ba34d0,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,ffceca20,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 1,1Test,48894556,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 1,1Test,a799e31e,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,07f5b1e4,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,7d696152,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,a2e3fdb4,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,b85c647a,1,Chicken Ranch Wrap
08-Nov-24,Grade 1,1Test,eacb2fba,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 1,1Test,571e49eb,1,Chicken Ranch Wrap
28-Oct-24,Grade 2,23Test,e6b706fb,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,23Test,6049da0d,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,23Test,e3729c8a,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,23Test,d71d1ef0,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,23Test,fbe1d070,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,23Test,bde33191,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 2,23Test,ca5e5657,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,23Test,04457330,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,23Test,f7045c2c,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,23Test,72d82cc1,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,23Test,93b67836,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 2,23Test,e6b706fb,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,6049da0d,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,e3729c8a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,cf47c8a5,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,0ffb46ee,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,d71d1ef0,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,fbe1d070,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,bde33191,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 2,23Test,ca5e5657,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,23Test,04457330,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,23Test,f7045c2c,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,23Test,ca51d072,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,23Test,c1be2c45,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 2,23Test,e6b706fb,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 2,23Test,6049da0d,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,23Test,e3729c8a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,23Test,d71d1ef0,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,23Test,bde33191,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 2,23Test,ca5e5657,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,23Test,f7045c2c,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,23Test,ca51d072,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 2,23Test,e6b706fb,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,6049da0d,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,e3729c8a,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 2,23Test,0ffb46ee,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,d71d1ef0,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,fbe1d070,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,bde33191,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 2,23Test,ca5e5657,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,23Test,04457330,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,23Test,f7045c2c,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,23Test,72d82cc1,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,23Test,ca51d072,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,23Test,93b67836,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,23Test,c1be2c45,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 2,23Test,e6b706fb,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,6049da0d,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,e3729c8a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,d71d1ef0,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,fbe1d070,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,bde33191,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 2,23Test,ca5e5657,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 3,23Test,04457330,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,23Test,f7045c2c,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,23Test,ca51d072,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,23Test,93b67836,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,23Test,c1be2c45,1,Mini Veggie Pizza with Vegetables and Fruit
04-Nov-24,Grade 2,23Test,e6b706fb,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,6049da0d,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,e3729c8a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,cf47c8a5,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,d71d1ef0,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,fbe1d070,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,bde33191,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 2,23Test,ca5e5657,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,23Test,04457330,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,23Test,f7045c2c,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,23Test,93b67836,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,23Test,c1be2c45,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 2,23Test,e6b706fb,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,23Test,6049da0d,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,23Test,e3729c8a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,23Test,cf47c8a5,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 2,23Test,d71d1ef0,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,23Test,bde33191,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 2,23Test,ca5e5657,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,23Test,04457330,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,23Test,f7045c2c,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,23Test,c1be2c45,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 2,23Test,e6b706fb,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,23Test,6049da0d,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,23Test,e3729c8a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,23Test,cf47c8a5,1,Black Bean Burrito Bowl
06-Nov-24,Grade 2,23Test,d71d1ef0,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,23Test,bde33191,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 2,23Test,ca5e5657,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,23Test,f7045c2c,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,23Test,c1be2c45,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 2,23Test,e6b706fb,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 2,23Test,6049da0d,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,23Test,e3729c8a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,23Test,d71d1ef0,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,23Test,fbe1d070,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,23Test,bde33191,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 2,23Test,ca5e5657,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,23Test,04457330,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,23Test,f7045c2c,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,23Test,ca51d072,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,23Test,93b67836,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 2,23Test,e6b706fb,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,6049da0d,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,e3729c8a,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,d71d1ef0,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,fbe1d070,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,bde33191,1,Chicken Ranch Wrap
08-Nov-24,Grade 2,23Test,ca5e5657,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,23Test,04457330,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,23Test,f7045c2c,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,23Test,93b67836,1,Chicken Ranch Wrap
28-Oct-24,Grade 2,2Test,8cf8180a,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 2,2Test,eee883c0,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 2,2Test,8cf8180a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 2,2Test,eee883c0,1,Soft Chicken Taco with Cheese and Vegetables
